Quality	#1 ID	#2 ID	#1 String	#2 String
0	1834	11538	"""Young maiden, I wish not to banter, 'tis true I come here in disguise,"	I came here to fulfill our last promise and hoped to give you a surprise.
0	1835	11539	I own you're a maid I love dearly and you've been in my heart all the while,	"For me there is no other damsel than my blooming, bright star of Belle Isle."""
1	1836	11540	Since you've been gone,	I've been walking around
0	1837	11541	With my head bowed down to my shoes,	I've been living the blues every night without you.
1	1838	11542	I don't have to go far	To know where you are 
0	1839	11543	Strangers all give me the news,	I've been living the blues every night without you.
1	1840	11544	I think that it's best	I soon get some rest
1	1841	11545	And forget my pride,	But I can't deny
0	1842	11546	This feeling that I	Carry for you deep down inside.
0	1843	11547	If you'd see me this away,	You'd come back and you'd stay 
0	1844	11548	Oh, how could you refuse?	I've been living the blues every night without you.
1	1845	11549	I think that it's best	I soon get some rest
1	1846	11550	And forget my pride,	But I can't deny
0	1847	11551	This feeling that I	Carry for you deep down inside.
0	1848	11552	If you'd see me this way,	You'd come back and you'd stay 
0	1849	11553	Oh, how could you refuse?	I've been living the blues every night without you,
1	1850	11554	I've been living the blues every night without you,	I've been living the blues every night without you.
0	1851	11555	Once upon a time you dressed so fine,	Threw the bums a dime in your prime, didn't you?
0	1852	11556	"People'd call, say, ""Beware, doll,"	"You're bound to fall""  you thought they were all kidding you."
0	1853	11557	You usedbe so proud	About everybody that was hanging out;
1	1854	11558	Now you don't talk so loud,	Now you don't act soso proud
0	1855	11559	About having to be ascrounging around, scrounging around for your next meal 	How does it feel,
1	1856	11560	How does it feel,	To be without a home,
1	1857	11561	To bedirection home,	Like a complete unknown,
0	1858	11562	Like a rolling stone?	You gone to the finest school, alright, Ms. Lonely,
0	1859	11563	But you know you only used to get juiced in it,	Nobody's ever taught you how to live out on the street
0	1860	11564	And now you're betteryou're gonna have to get used to it.	You said you'd never compromise
0	1861	11565	With the mystery tramp, but nowbuthis eye	Into the vacuum of his eyes
0	1862	11566	As you stare into the vacuum of his eyes	"And say, ""Dowould you like tocome on now, would you like to come up and make a deal?"""
1	1863	11567	How does it feel,	How does it feel,
1	1864	11568	To be without a home,	Like a complete unknown,
1	1865	11569	With no direction home,	Like a rolling stone?
0	1866	11570	Princess up on the steeple and all them pretty people,	Thinking and drinking that they got it made,
0	1867	11571	Exchanging all the precious gifts and things,	But you'd better take your diamond ring down, now, you'd better pawn it, babe.
0	1868	11572	You used to be so amused	At Napoleon in rags and the language that he used 
0	1869	11573	Go to him now, he calls you, you can't refuse:	When you ain't got nothing, girl, you got nothing to lose 
0	1870	11574	You're invisible now, you got no secrets to conceal.	How does it feel,
1	1871	11575	How does it feel,	To be without a home,
1	1872	11576	With no direction home,	Like a complete unknown,
1	1873	11577	Just like a rolling stone,	Like a rolling stone,
1	1874	11578	Just like a rolling stone,	Like a rolling stone?
0	1875	11579	Get you a copper kettle, get you a copper coil,	Fill it with newmade corn mash and never more you'll toil,
0	1876	11580	You'll just lay there by the juniper while the moon is bright,	Watch them jugs afilling in the pale moonlight.
0	1877	11581	Build you a fire with hickory  hickory, ash, and oak,	Don't use no green or rotten wood  they'll get you by the smoke,
0	1878	11582	We'll just lay there by the juniper while the moon is bright,	Watch them jugs afilling in the pale moonlight.
0	1879	11583	My daddy, he made whiskey, my granddaddy, he did, too,	We ain't paid no whiskey tax since 1792.
0	1880	11584	We'll just lay there by the juniper while the moon is bright,	Watch them jugs afilling in the pale moonlight,
0	1881	11585	Done laid around, done stayed around this old town too long,	Summer's almost gone, winter's coming on,
0	1882	11586	Done laid around, done stayed around this old town too long	And it seems like I've gotta travel on,
0	1883	11587	And it seems like I've agotta travel on.	Papa writes to Johnny  Johnny can't come home,
1	1884	11588	Johnny can't come home, Johnny can't come home.	Papa writes to Johnny  johnny can't come home,
0	1885	11589	Johnny's been out on the road too long.	So, I done laid around, done stayed around this old town too long,
0	1886	11590	Summer's almost gone, winter's coming on,	Done laid around, done stayed around this old town too long
0	1887	11591	And it seems like I've gotta travel on.	That chilly wind will soon begin and I'll be on my way,
0	1888	11592	Going home to stay, going home to stay,	That chilly wind will soon begin and I'll be on my way
0	1889	11593	And I feel like I just awanna travel on.	So, I done laid around, done stayed around this old town too long,
0	1890	11594	Summer's almost gone, winter's coming on,	Oh, yes, I've done laid around, done stayed around this old town too long
0	1891	11595	And it seems like I want to travel on.	There's a lonesome freight at six o' eight acoming through the town:
0	1892	11596	I'll be homeward bound, I'll be homeward bound.	A lonesome freight at six o' eight coming on through the town
0	1893	11597	And I feel like I just awant to travel on.	Well, I done laid around, done stayed around this old town too long,
0	1894	11598	Summer's almost gone, winter's coming on, yes, it is,	Done laid around, done stayed around this old town too long
0	1895	11599	Blue moon, you saw me standing alone	Without a dream in my heart,
0	1896	11600	Without a love of my own.	Blue moon, you knew just what I was there for,
0	1897	11601	You heard me saying a prayer for	Someone I really could care for.
0	1898	11602	And suddenly there appeared before me	The only one my arms could ever hold,
0	1899	11603	"I heard someone whisper, ""Please adore me,"""	And when I looked, my moon had turned to gold.
0	1900	11604	Blue moon, now, I'm no longer alone	Without a dream in my heart,
1	1901	11605	Without a love of my own,	Without a love of my own.
0	1902	11606	am just a poor boy, though my story's seldom told,	I have squandered my resistance for a pocketful of mumbles, such are promises
0	1903	11607	All lies and jest;	Still, a man hears what he wants to hear
0	1904	11608	And disregards the rest.	When I left my home and family, I was no more than a boy
0	1905	11609	In the company of strangers, in the quiet of the railroad station running scared,	Laying low,
0	1906	11610	Seeking out the poorer quarters where the ragged people go,	Looking for the places only they would know.
0	1907	11611	Asking only workman's wages, I come looking for a job,	But I get no offers, just a comeon from the whores on 7th avenue 
0	1908	11612	I do declare	There were times when I was so lonesome
0	1909	11613	I took some comfort there.	Then I'm laying out my winter clothes and wishing I was gone,
0	1910	11614	Going home,	Where the New York City winters aren't bleeding me,
0	1911	11615	Leading me, going home.	In the clearing stands a boxer and a fighter by his trade
0	1912	11616	And he carries a reminder of every blow that's laid him low and cut him till he cried out	In his anger and his shame,
0	1913	11617	"""I am leaving, I am leaving!"""	But the fighter still remains.
0	1914	11618	Well, everybody's building their boats,	Some are building monuments, others jotting down notes,
0	1915	11619	Everybody's in despair, every girl and boy,	But, when Quinn the Eskimo gets here, everybody's gonna jump for joy.
0	1916	11620	Oh, come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	1917	11621	Come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	1918	11622	Whoa! andwell, I can do just like the rest, you know, I like my sugar sweet,	But jumping Qs and making haste, you know, it ain't my cup of meat.
0	1919	11623	Everybody's out there feeding the pigeons out on the limb,	But, when Quinn the Eskimo gets here, the pigeons gonna run to him.
0	1920	11624	Well, come all without, come all within,	Yeah, you'll not see nothing like the mighty Quinn!
0	1921	11625	Come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	1922	11626	Play that guitar now!	Cat's moo and calf's meow, you know, II can recite them all,
0	1923	11627	Tell me where it ahurts you, honey, and I'll tell you who to call.	Nobody can get any sleep  you know, there's someone on everybody's toes;
0	1924	11628	Quinn the Eskimo gets here, everybody's gonna wanna doze.	Oh, come all without, yeah, come all within,
0	1925	11629	You'll not see nothing like the mighty Quinn!	Whoa, come all without, come all within,
0	1926	11630	Why must you always try to make me over?	Take me as I am or let me go.
0	1927	11631	White lilies never grow on stalks of clover,	Take me as I am or let me go.
0	1928	11632	You're trying to reshape me in a mold, love,	In the image of someone you used to know,
0	1929	11633	But I won't be a standin for an old love,	Take me as I am or let me go.
0	1930	11634	You've tried to change me ever since you've met me,	Take me as I am or let me go.
0	1931	11635	If you cannot overlook my faults, forget me:	Take me as I am or let me go.
0	1932	11636	You're trying to reshape me in a mold, love,	In the image of someone you used to know,
0	1933	11637	But I won't be a standin for an old love,	Take me as I am or let me go.
1	1934	11638	Take a message to Mary, but don't tell her where I am,	Take a message to Mary, but don't say I'm in a jam 
0	1935	11639	You can tell her that I had to see the world, tell her that my ship's at sail,	You can say she'd better not wait for me, but don't tell her I'm in jail,
0	1936	11640	Oh, don't tell her I'm in jail.	Take a message to Mary, but don't tell her what I've done,
0	1937	11641	Please don't mention the stage coach and the shot from a careless gun 	You can tell her that I had to change my plans and cancel out the weddingday,
0	1938	11642	But please don't mention my lonely cell where I'm gonna pine away	Until my dyingday.
0	1939	11643	Take a message to Mary, but don't tell her all you know,	My heart is aching for Mary, Lord knows I miss her so 
0	1940	11644	Just tell her that I went to Timbuktu, tell her that I'm searching for gold,	You can say she'd better find someone new to cherish and to hold 
0	1941	11645	So, run here, baby, put your little hands in mine,	I've got something to tell you, I know you're gonna change your mind.
0	1942	11646	When things go wrong, so wrong with you,	It hurts me, too.
0	1943	11647	I want you, baby, just to understand	I don't wanna be your boss, baby, I just wanna be your man.
0	1944	11648	When things go wrong, so wrong with you,	It hurts me, too.
0	1945	11649	Now, when you go home, you don't have to get along,	Come back to me, baby, where I live, that's where you belong.
0	1946	11650	When things go wrong, so wrong with you,	It hurts me, too.
0	1947	11651	I love you, baby, and you know that it's true,	I wouldn't mistreat you, baby, nothing in this world is like you.
0	1948	11652	When things go wrong, so wrong with you,	It hurts me, too,
0	1949	11653	Yes, when things go wrong, so wrong with you,	It hurts me, too.
0	1950	11654	So, run here, baby, put your little hand in mine,	I've got something to tell you, baby, I know that will change your mind.
0	1951	11655	When things go wrong, so wrong with you,	Don't you know itdon't you know it hurts me, too?
0	1952	11656	Who's gonna throw that minstrel boy a coin,	Who's gonna let it roll?
0	1953	11657	Who's gonna throw that minstrel boy a coin,	Who's gonna let it down easy to save his soul?
0	1954	11658	Oh, Lucky's driving a long, long time 	There he still sits on top of the hill.
0	1955	11659	Well, aching, tumbled, with all laid down,	With all of them ladies, you know, he's thelonely still.
0	1956	11660	Who's gonna throw that minstrel boy a coin,	Who's gonna let it roll?
0	1957	11661	Who's gonna throw that minstrel boy a coin,	Who's gonna let it down easy to save his soul?
0	1958	11662	Well, he deep in number and heavy in toil,	Mighty Mockingbird, he still has such a heavy load,
0	1959	11663	Beneath his boundaries  what more if I can tell	With all of his traveling, but I'm still on that road.
0	1960	11664	Who's gonna throw that minstrel boy a coin,	Who's gonna let it roll?
0	1961	11665	Who's gonna throw that minstrel boy a coin,	Who's gonna let it down easy to save his soul?
0	1962	11666	Who's gonna throw that minstrel boy a coin,	Who's gonna let it roll?
0	1963	11667	Who's gonna throw that minstrel boy a coin,	Who's gonna let it down easy to save his soul?
1	1964	11668	She's got everything she needs, she's an artist, she don't look back,	She's got everything she needs, she's an artist, she don't look back,
0	1965	11669	She'll take the dark out of the nighttime and turn the daytime black.	You will start out standing, proud to steal her anything she sees,
0	1966	11670	You will start out standing, proud to steal her anything she sees,	But you will wind up peeking through her keyhole down upon your knees.
1	1967	11671	She never stumbles, she got no place to fall,	She never stumbles, she got no place to fall,
0	1968	11672	She's nobody's child, the law can't touch her at all.	She wears an Egyptian ring and it sparkles just before she speaks,
0	1969	11673	She wears an Egyptian ring, it sparkles before she speaks,	She's a hypnotist collector, you are a walking antique.
1	1970	11674	Bow down to her on Sunday, salute her when her birthday comes,	Bow down to her on Sunday, salute her when her birthday comes,
1	1971	11675	For Halloween buy her a trumpet and for Christmas buy her a drum,	For Halloween give her a trumpet and for Christmas buy her a drum,
1	1972	11676	Alberta, let your hair hang low,	Alberta, let your hair hang low,
0	1973	11677	I'll give you more gold than your apron can hold	If you'll only let your hair hang low.
1	1974	11678	Alberta, what's on your mind?	Alberta, what's on your mind?
0	1975	11679	You keep me worried and bothered all of the time,	Alberta, what's on your mind?
1	1976	11680	Alberta, don't you treat me unkind,	Alberta, don't you treat me unkind,
0	1977	11681	Oh, my heart is so sad 'cause I want you so bad,	Alberta, don't you treat me unkind.
1	1978	11682	Alberta, let your hair hang low,	Alberta, let your hair hang low,
0	1979	11683	I'll give you more gold than your apron can hold	If you'll only let your hair hang low.
0	1980	11684	If not for you,	Babe, I couldn't find the door,
1	1981	11685	Couldn't even see the floor,	I'd be sad and blue,
1	1982	11686	If not for you.	If not for you,
0	1983	11687	Babe, I'd lay awake all night,	Wait for the morning light
1	1984	11688	To shine in through,	But it would not be new,
1	1985	11689	If not for you.	If not for you, my sky would fall,
0	1986	11690	Rain would gather, too.	Without your love I'd be nowhere at all,
0	1987	11691	I'd be lost if not for you and you know it's true.	If not for you, my sky would fall,
0	1988	11692	Rain would gather, too.	Without your love I'd be nowhere at all,
0	1989	11693	Oh, what would I do if not for you?	If not for you,
0	1990	11694	Winter would have no spring,	I couldn't hear the robin sing,
1	1991	11695	I just wouldn't have a clue,	Anyway, it wouldn't ring true,
1	1992	11696	If not for you,	If not for you,
1	1993	11697	If not for you,	If not for you,
0	1994	11698	Oh, the benches were stained with tears and perspiration,	The birdies were flying from tree to tree,
0	1995	11699	There was little to say, there was no conversation	As I stepped to the stage to pick up my degree,
0	1996	11700	And the locusts sang off in the distance,	Yeah, the locusts sang such a sweet melody,
0	1997	11701	Oh, the locusts sang off in the distance,	Yeah, the locusts sang and they were singing for me.
0	1998	11702	I glanced into the chamber where the judges were talking,	Darkness was everywhere, it smelled like a tomb.
0	1999	11703	I was ready to leave, I was already walking,	But the next time I looked there was light in the room
0	2000	11704	And the locusts sang, yeah, it give me a chill,	Oh, the locusts sang such a sweet melody,
0	2001	11705	Oh, the locusts sang that high, whining trill,	Yeah, the locusts sang and they were singing for me.
0	2002	11706	Outside of the gates the trucks were unloading,	The weather was hot, anearly ninety degrees,
0	2003	11707	The man standing next to me, his head was exploding 	Well, I was praying the pieces wouldn't fall on me!
1	2004	11708	Yeah, and the locusts sang off in the distance,	Yeah, the locusts sang such a sweet melody,
0	2005	11709	Oh, the locusts sang off in the distance,	And the locusts sang and they were singing for me.
0	2006	11710	I put down my robe, I picked up my diploma,	Took a hold of my sweetheart and away we did drive
0	2007	11711	Straight for the hills, the black hills of Dakota 	Sure was glad to get out of there alive!
0	2008	11712	And the locusts sang, well, it give me a chill,	Yeah, the locusts sang such a sweet melody,
0	2009	11713	And the locusts sang with that high, whining trill,	Yeah, the locusts sang and they were singing for me,
0	2010	11714	Time passes slowly up here in the mountains,	We set beside bridges and walk beside fountains,
0	2011	11715	Catch the wild fishes that float through the stream 	Time passes slowly when you're lost in a dream.
0	2012	11716	Once I had a sweetheart, she was fine and goodlooking,	We sat in her kitchen while her mama was cooking,
0	2013	11717	Staring out the window to the stars high above 	Time passes slow when you're searching for love.
1	2014	11718	Ain't no reason to go in a wagon to town,	Ain't no reason to go to the fair,
0	2015	11719	Ain't no reason to go up, ain't no reason to go down,	Ain't no reason to go anywhere.
0	2016	11720	Time passes slowly up here in the daylight,	Stares straight ahead and tries so hard to stay right,
0	2017	11721	Like the red rose of summer that blooms in the day	Time passes slowly and fades away.
0	2018	11722	I went to see the gypsy staying in a big hotel,	"He smiled when he saw me coming and he said, ""Well, well, well."""
0	2019	11723	His room was dark and crowded, lights were low and dim.	"""How are you?"" he said to me, I said it back to him."
0	2020	11724	I went down to the lobby to make a small call out,	A pretty, dancing girl was there and she began to shout,
0	2021	11725	"""Go on back to see the gypsy! He can move you from the rear,"	Drive you from your fear, bring you through the mirror 
0	2022	11726	"He did it in Las Vegas and he can do it here!"""	Outside the lights were shining on the river of tears,
0	2023	11727	I watched them from the distance with the music in my ears.	I went back to see the gypsy, it was nearly early dawn,
0	2024	11728	The gypsy's door was open wide, but the gypsy was gone	And that pretty, dancing girl, she could not be found,
0	2025	11729	So, I watched that sun come rising from the little Minnesota town,	From the little Minnesota town.
1	2026	11730	Winterlude, Winterlude, oh, darling,	Winterlude by the road tonight,
0	2027	11731	Tonight there will be no quarreling,	Everything is gonna be alright.
0	2028	11732	Oh, I see by the angel beside me that love has a reason to shine,	You're the one I adore, come over here and give me more, Winterlude, this dude thinks you're fine.
1	2029	11733	Winterlude, Winterlude, my little apple,	Winterlude by the corn in the field,
0	2030	11734	Winterlude, let's go down to the chapel,	Then come back and cook up a meal.
0	2031	11735	Well, come out when the skating rink glistens by the sun near the old crossroads sign,	The snow is so cold, but our love can be bold, Winterlude, this dude thinks you're fine.
0	2032	11736	Winterlude, Winterlude, my little daisy,	Winterlude by the telephone wire,
0	2033	11737	Winterlude, it's making me lazy,	Come on, sit by the logs in the fire.
0	2034	11738	The moonlight reflects from the window, where the snowflakes, they cover the sand,	Come out tonight, everything'll be tight, Winterlude, this dude thinks you're grand.
0	2035	11739	If dogs run free, why not we	Across the swooping plain?
0	2036	11740	My ears hear a symphony	Of two mules, trains, and rain.
0	2037	11741	The best is always yet to come  that's what they explain to me,	Just do your thing, you'll be king if dogs run free.
1	2038	11742	If dogs run free, why not me	Across the swamp of time?
1	2039	11743	My mind weaves a symphony	And tapestry of rhyme.
0	2040	11744	Oh, winds, which rush my tale to thee, so it may flow and be,	To each his own, it's all unknown if dogs run free.
0	2041	11745	If dogs run free, then what must be	Must be and that is all.
0	2042	11746	True love can make a blade of grass	Stand up straight and tall,
0	2043	11747	In harmony with the cosmic sea, true love needs no company:	It can cure the soul, it can make it whole if dogs run free.
0	2044	11748	Can't you hear that rooster crowing?	Rabbit running down across the road,
0	2045	11749	Underneath the bridge where the water flowed through,	So happy just to see you smile underneath the sky of blue
1	2046	11750	On this new morning, new morning,	On this new morning with you.
0	2047	11751	Can't you hear that motor turning?	Automobile coming into style,
0	2048	11752	Coming down the road for a country mile or two,	So happy just to see you smile underneath the sky of blue
1	2049	11753	On this new morning, new morning,	On this new morning with you.
0	2050	11754	The night passed away so quickly,	It always does when you're with me.
0	2051	11755	Can't you feel that sun ashining?	Groundhog running by the country stream,
0	2052	11756	This must be the day that all of my dreams come true,	So happy just to be alive underneath the sky of blue
1	2053	11757	On this new morning, new morning,	On this new morning with you.
0	2054	11758	So happy just to be alive underneath the sky of blue	On this new morning, new morning,
1	2055	11759	On this new morning with you.	New morning,
1	2056	11760	New morning,	New morning,
1	2057	11761	New morning,	New morning,
1	2058	11762	New morning,	New morning,
1	2059	11763	"Sign on a window says ""Lonely"","	"Sign on a door said ""No Company Allowed"","
1	2060	11764	"Sign on a street says ""You Don't Own Me"","	"Sign on a porch says ""Three's a Crowd"","
0	2061	11765	"Sign on a porch says that ""Three's a Crowd""."	Her and her boyfriend went to California,
0	2062	11766	Her and her boyfriend done changed their tune.	"My best friend said, ""Now, didn't I warn you?"
1	2063	11767	Brighton girls are like the moon,	"Brighton girls are like the moon."""
0	2064	11768	Looks like anothing but rain,	Sure gonna be wet tonight on Main Street,
0	2065	11769	Hope that it don't sleet.	Build me a cabin in Utah,
0	2066	11770	Marry me a wife, catch rainbow trout,	"Have a bunch of kids who call me ""Pa"" "
1	2067	11771	That must be what it's all about,	That must be what it's all about.
0	2068	11772	Slipping and sliding like a weasel on the run,	I'm looking good to see you, yeah, and we can have some fun 
1	2069	11773	One more weekend, one more weekend with you,	One more weekend, one more weekend'll do.
0	2070	11774	Come on down to my ship, honey, ride on deck,	We'll fly it over the ocean just like you suspect 
1	2071	11775	One more weekend, one more weekend with you,	One more weekend, one more weekend'll do.
1	2072	11776	We'll fly the night away,	Hang out the whole next day 
0	2073	11777	Things will be OK, you wait and see.	We'll go someplace unknown,
0	2074	11778	Leave all the children home 	Honey, why not go alone, just you and me?
0	2075	11779	Coming and going like a rabbit in the wood,	I'm happy just to see you, yeah, looking so good 
1	2076	11780	One more weekend, one more weekend with you,	One more weekend, one more weekend'll do, yes, you will!
0	2077	11781	Like a needle in a haystack, I'm gonna find you yet,	You're the sweetest, gone mama that this boy's ever gonna get 
1	2078	11782	One more weekend, one more weekend with you,	One more weekend, one more weekend'll do.
0	2079	11783	The man in me will do nearly any task	And as for compensation there's alittle he would ask 
0	2080	11784	Take a woman like you to get through to the man in me.	Storm clouds are raging all around my door,
0	2081	11785	I think to myself I might not take it anymore 	Take a woman like your kind to find the man in me.
0	2082	11786	But, oh, what a wonderful feeling	Just to know that you are near,
0	2083	11787	It sets my aheart areeling	From my toes up to my ears.
0	2084	11788	The man in me will hide sometimes to keep from being seen,	But that's just because he doesn't wanna turn into some machine 
0	2085	11789	Three angels up above the street,	Each one playing a horn,
0	2086	11790	Dressed in green robes with wings that stick out,	They've been there since Christmas morn.
0	2087	11791	The wildest cat from Montana passes by in a flash,	Then a lady in a bright orange dress,
0	2088	11792	One UHaul trailer, a truck with no wheels,	The Tenth Avenue bus going west.
0	2089	11793	The dogs and pigeons fly up and they flutter around,	A man with a badge skips by,
0	2090	11794	Three fellas crawling on their way back to work,	Nobody stops to ask why.
0	2091	11795	The bakery truck stops outside of that fence	Where the angels stand high on the poles,
0	2092	11796	The driver peeks out, trying to find one face	In this concrete world full of souls.
0	2093	11797	The angels play on their horns all day,	The whole earth, in progression, seems to pass by,
0	2094	11798	But does anyone hear the music they play?	Does anyone even try?
1	2095	11799	Father of night, father of day,	Father who taketh the darkness away,
0	2096	11800	Father who teacheth the bird to fly,	Builder of rainbows up in the sky,
1	2097	11801	Father of loneliness and pain,	Father of love and father of rain.
1	2098	11802	Father of day, father of night,	Father of black, father of white,
0	2099	11803	Father who build the mountain so high,	Who shapeth the cloud up in the sky,
0	2100	11804	Father of time and father of dreams,	Father who turneth the rivers and streams.
1	2101	11805	Father of grain, father of wheat,	Father of cold and father of heat,
0	2102	11806	Father of air and father of trees,	Who dwells in our hearts and our memories,
0	2103	11807	Father of minutes, father of days,	Father of whom we most solemnly praise.
0	2104	11808	What's the matter with me? I don't have much to say,	Daylight sneaking through the window and I'm still in this allnight cafe.
0	2105	11809	Walking to and fro beneath the moon out to where the trucks are rolling slow	To sit down on this bank of sand and watch the river flow.
0	2106	11810	Wish I was back in the city instead of this old bank of sand	With the sun beating down over the chimneytops and the one I love so close at hand.
0	2107	11811	If I had wings and I could fly, I know where I would go,	But right now I'll just sit here so contentedly and watch the river flow.
0	2108	11812	People disagreeing on just about everything, yeah, makes you stop and wonder why,	Why only yesterday I saw somebody on the street who just couldn't help but cry;
0	2109	11813	Oh, but this old river keeps on rolling, though,	No matter what gets in the way and which way the wind does blow
0	2110	11814	And, as long as it does, I'll just sit here and watch the river flow.	People disagreeing everywhere you look, makes you wanna stop and read a book,
0	2111	11815	Why only yesterday I saw somebody on the street that was areally shook;	Well, but this old river keeps on rolling, though,
0	2112	11816	No matter what gets in the way and which way the wind does blow	And, as long as it does, I'll just sit here and watch the river flow,
1	2113	11817	Watch the river flow,	Watching the river flow,
0	2114	11818	Watching the river flow,	But I'll just sit down on this bank of sand and watch the river flow.
0	2115	11819	Well, it ain't no use to sit and wonder why, babe,	If'n you don't know by now.
0	2116	11820	And it ain't no use to sit and wonder why, babe 	It'll never do, somehow.
0	2117	11821	When your rooster crows at the break of dawn,	Look out your window and I'll be gone.
0	2118	11822	You're the reason I'm traveling on,	But don't think twice, it's alright.
0	2119	11823	And it ain't no use in turning on your light, babe,	The light I never knowed.
0	2120	11824	And it ain't no use in turning on your light, babe 	I'm on the dark side of the road.
0	2121	11825	But I wish there was something you would do or say	To try and make me change my mind and stay.
0	2122	11826	But we never did too much talking, anyway.	But don't think twice, it's alright.
0	2123	11827	So, it ain't no use in calling out my name, gal,	Like you never done before.
0	2124	11828	And it ain't no use in calling out my name, gal 	I can't hear you anymore.
0	2125	11829	I'm thinking and wondering, walking down the road.	I once loved a woman  a child, I am told.
0	2126	11830	I give her my heart, but she wanted my soul.	But don't think twice, it's alright.
0	2127	11831	So long, honey babe.	Where I'm bound I can't tell.
0	2128	11832	Goodbye's too good a word, babe,	"So I'll just say ""Fare thee well""."
0	2129	11833	I ain't saying you treated me unkind.	You coulda done better, but I don't mind.
0	2130	11834	You just kinda wasted my precious time,	But don't think twice, it's alright.
1	2131	11835	Lay, lady, lay, lay across my big brass bed.	Lay, lady, lay, lay across my big brass bed.
0	2132	11836	Whatever colors you have in your mind,	I'll show them to you and you'll see them shine.
0	2133	11837	Lay, lady, lay, lay across my big brass bed,	Stay, lady, stay, stay with your man awhile.
0	2134	11838	Until the break of day let me see you make him smile.	His clothes are dirty, but hishis hands are clean
0	2135	11839	And you're the best thing that he's ever seen.	Stay, lady, stay, stay with your man awhile.
0	2136	11840	Why wait any longer for the world to begin?	You can have your cake and eat it too.
0	2137	11841	Why wait any longer for the one you love	When he's standing in front of you?
0	2138	11842	Lay, lady, lay, lay across my big brass bed.	Stay, lady, stay, stay while the night is still ahead.
1	2139	11843	I long to see you in the morning light,	I long to reach for you in the night.
0	2140	11844	Oh, the ragman draws circles up and down the block.	I'd ask him what the matter was, but I know that he don't talk.
0	2141	11845	And the ladies treat me kindly and they furnish me with tape,	But deep inside my heart I know I can't escape.
0	2142	11846	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2143	11847	Well, Shakespeare, he's in the alley with his pointed shoes and his bells	Speaking to some French girl, who says she knows me well.
0	2144	11848	And I would send a message to find out if she's talked,	But the post office's been stolen and the mailbox is locked.
0	2145	11849	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2146	11850	Mona tried to tell me to stay away from the train line.	She said that all the railroad men just drink up your blood like wine.
0	2147	11851	"And I said, ""Oh, I didn't know that, but then again there's only one I've met"	"And he just smoked my eyelids and punched my cigarette."""
0	2148	11852	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2149	11853	Grandpa died last week and now he's buried in the rocks,	But everybody still talks about how badly they were shocked.
0	2150	11854	But me, I expected it to happen, I knew he'd lost control	When Ihe built a fire on Main Street and shot it full of holes.
0	2151	11855	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2152	11856	Now, the senator came down here showing everyone his gun,	Handing out free tickets to the wedding of his son.
0	2153	11857	And me, I nearly got busted  and wouldn't it be my luck	To get caught without a ticket and be discovered beneath a truck?
0	2154	11858	Oh, mama, is this really the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2155	11859	Now, the teenpreacher looked so baffled when I asked him why he dressed	With twenty pounds of headlines stapled to his chest.
0	2156	11860	"But he cursed me when I proved to him. Then I whispered and said, ""Not even you can hide."	"You see, you're just like me. I hope you're satisfied."""
0	2157	11861	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2158	11862	"Now, the rainman gave me two cures, then he said, ""Jump right in."""	The one was Texas medicine. The other was just railroad gin.
0	2159	11863	And like a fool I mixed 'em and it strangled up my mind	And now people just get uglier and I have no sense of time.
0	2160	11864	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2161	11865	When Ruthie says come see her in her honkytonk lagoon,	Where I can watch her waltz for free 'neath her Panamanian moon.
0	2162	11866	"And I say, ""Aw, come on, now, you know you know about my debutante."""	"And she says, ""Your debutante just knows what you need, but I know what you want."""
0	2163	11867	Oh, mama, can this really be the end,	To be stuck inside of Mobile with the Memphis blues again?
0	2164	11868	Now, the bricks lay on Grand Street, where the neon madmen climb.	They all fall there so perfectly  it all seems so welltimed.
0	2165	11869	And here I sit so patiently waiting to find out what price	You have to pay to get out of going through all these things twice.
0	2166	11870	Oh, mama, is this really the end,	To be stuck here inside of Mobile with the Memphis blues again?
0	2167	11871	Close your eyes, close the door.	You don't have to worry any more.
0	2168	11872	I'll be your baby tonight.	Shut the light, shut the shade.
0	2169	11873	You don't have to be afraid.	I'll be your baby tonight.
0	2170	11874	Well, that mockingbird's gonna sail away  we're gonna forget it.	That big, fat moon is gonna shine like a spoon, but we're gonna let it. You won't regret it.
0	2171	11875	Kick your shoes off, do not fear.	Bring that bottle over here.
0	2172	11876	I ain't looking to compete with you,	Beat or cheat or mistreat you,
1	2173	11877	Simplify you, classify you,	Deny, defy, or crucify you.
0	2174	11878	All I really wanna do	Is, baby, be friends with you.
0	2175	11879	No, and I ain't looking to fight with you,	Frighten you or uptighten you,
1	2176	11880	Drag you down or drain you down,	Chain you down or bring you down.
